lap_id,driver_id,team,speed,sector_1,sector_2,sector_3,season,round
38,8,McLaren,287.7,31.08,37.8,24.43,2024,9
39,6,Ferrari,324.8,25.22,30.93,32.39,2025,23
40,18,Alpine,319.38,36.67,30.72,29.14,2022,24
41,18,Alpine,313.09,26.1,33.54,22.47,2024,10
42,14,Ferrari,286.93,32.06,31.13,20.35,2022,5
43,5,Ferrari,316.33,25.93,42.5,22.13,2023,6
44,1,RedBull,332.26,34.48,37.85,28.35,2022,11
45,12,RedBull,329.65,27.18,34.52,27.1,2023,11
46,12,RedBull,335.79,29.56,35.84,25.36,2023,13
47,4,Ferrari,302.35,29.84,32.85,25.69,2025,12
48,14,Ferrari,320.27,36.89,32.38,31.43,2024,7
49,7,AstonMartin,339.83,35.81,37.43,27.53,2022,13
50,11,Williams,313.27,30.69,44.44,26.94,2024,2
51,1,RedBull,284.56,31.66,33.35,33.14,2023,15
52,2,Alpine,300.28,33.98,39.28,32.03,2024,20
53,15,RedBull,311.99,36.52,43.0,28.9,2025,24
54,16,AlphaTauri,339.78,28.59,43.99,30.11,2024,11
55,5,Ferrari,290.34,28.89,42.52,21.31,2023,2
56,18,Alpine,330.43,32.51,43.14,26.25,2022,16
57,17,Ferrari,308.58,32.82,44.07,23.5,2024,5
58,18,Alpine,336.89,34.99,30.96,26.69,2024,18
59,18,Alpine,304.13,35.74,30.72,21.42,2022,11
60,6,Ferrari,328.14,31.66,38.04,34.17,2025,18
61,8,McLaren,337.45,27.76,42.03,27.31,2023,4
62,17,Ferrari,321.87,32.18,44.78,33.48,2024,6
63,16,AlphaTauri,326.93,26.41,39.04,31.95,2023,18
64,8,McLaren,302.59,25.45,43.51,26.57,2024,8
65,7,AstonMartin,307.06,33.81,41.19,34.14,2022,11
66,17,Ferrari,308.41,26.49,43.72,34.17,2024,6
67,7,AstonMartin,322.96,26.01,39.24,29.17,2025,17
68,14,Ferrari,318.79,26.56,35.12,26.9,2024,2
69,1,RedBull,298.78,38.0,32.3,20.41,2024,20
70,15,RedBull,340.81,35.3,42.27,30.52,2025,16
71,18,Alpine,308.71,36.66,33.26,30.17,2024,20
72,7,AstonMartin,293.44,37.46,43.78,28.96,2023,11
73,19,Ferrari,341.36,26.41,37.91,34.62,2025,23
74,3,Mercedes,292.1,25.08,40.48,29.6,2024,13
75,13,RedBull,329.76,25.74,32.24,22.73,2024,11
76,8,McLaren,291.1,32.25,34.17,22.34,2025,15
77,10,AstonMartin,293.73,32.44,42.1,26.99,2025,5
78,7,AstonMartin,285.43,28.53,33.21,34.87,2022,14
79,2,Alpine,333.66,36.45,40.82,20.03,2025,19
80,12,RedBull,290.79,38.96,42.34,33.05,2025,4
81,6,Ferrari,283.48,35.9,41.0,32.54,2023,17
82,17,Ferrari,280.48,36.71,36.25,23.65,2024,15
83,1,RedBull,290.41,26.54,36.76,30.08,2022,20
84,11,Williams,299.43,30.75,34.48,23.38,2022,2
85,9,Mercedes,318.88,37.03,37.04,22.98,2022,5
86,4,Ferrari,280.42,37.26,35.82,26.78,2023,4
87,7,AstonMartin,299.0,33.13,36.6,26.71,2023,15
88,14,Ferrari,286.09,39.65,38.87,30.56,2022,12
89,16,AlphaTauri,339.44,36.69,34.27,33.83,2022,1
90,13,RedBull,292.29,38.12,31.23,25.42,2023,22
91,3,Mercedes,297.37,36.56,30.93,24.47,2023,22
92,7,AstonMartin,303.89,30.92,37.26,34.46,2024,6
93,16,AlphaTauri,307.18,31.21,41.54,20.28,2025,11
94,4,Ferrari,319.7,36.79,40.58,25.5,2025,4
95,13,RedBull,327.71,36.11,42.54,24.57,2022,5
96,2,Alpine,291.1,26.79,31.54,25.82,2025,11
97,13,RedBull,309.68,35.8,34.18,26.79,2025,2
98,20,Mercedes,340.65,27.17,40.0,29.03,2025,22
99,16,AlphaTauri,317.49,31.54,30.28,29.24,2022,4
100,20,Mercedes,327.15,33.0,38.9,26.28,2022,13
101,12,RedBull,317.89,39.97,34.18,26.84,2023,12
102,12,RedBull,335.31,38.38,32.03,29.89,2022,20
103,19,Ferrari,328.29,37.9,37.14,31.34,2022,20
104,2,Alpine,280.72,34.04,43.7,23.62,2025,12
105,12,RedBull,333.0,35.56,44.78,27.18,2024,23
106,17,Ferrari,290.49,32.08,30.57,29.08,2024,22
107,4,Ferrari,311.78,35.0,38.01,25.02,2022,21
108,14,Ferrari,283.34,37.82,37.88,27.67,2022,24
109,15,RedBull,336.45,36.05,40.42,29.07,2024,5
110,6,Ferrari,299.62,29.46,40.34,32.65,2024,10
111,3,Mercedes,319.73,36.36,42.05,25.81,2023,6
112,12,RedBull,310.43,39.38,42.58,27.69,2024,3
113,20,Mercedes,298.95,26.96,30.73,20.01,2025,2
114,19,Ferrari,308.92,36.74,38.36,27.13,2023,12
115,5,Ferrari,313.96,34.12,32.59,29.63,2024,3
116,4,Ferrari,322.6,28.01,38.6,31.75,2022,11
117,3,Mercedes,303.96,26.87,44.81,23.98,2025,3
118,4,Ferrari,316.27,34.39,32.38,34.69,2025,7
119,20,Mercedes,303.79,35.56,41.37,32.99,2022,14
120,9,Mercedes,316.54,27.63,35.73,21.04,2023,21
121,18,Alpine,335.11,28.56,43.46,29.33,2024,19
122,7,AstonMartin,285.26,30.99,40.05,29.47,2024,7
123,17,Ferrari,322.55,25.79,32.09,23.95,2023,22
124,13,RedBull,308.42,25.43,36.98,25.26,2024,20
125,7,AstonMartin,342.91,37.38,43.34,23.09,2023,12
126,13,RedBull,285.14,30.35,35.15,28.97,2025,2
127,3,Mercedes,281.45,34.1,34.82,27.11,2025,4
128,14,Ferrari,286.03,34.66,34.22,22.57,2025,5
129,18,Alpine,300.69,31.89,31.29,31.5,2024,9
130,8,McLaren,287.67,34.77,36.61,32.91,2022,6
131,3,Mercedes,328.25,30.3,39.25,32.5,2022,10
132,13,RedBull,340.97,38.68,38.16,32.04,2024,3
133,20,Mercedes,317.03,36.68,33.31,30.54,2023,3
134,6,Ferrari,292.69,29.18,42.4,22.61,2023,22
135,1,RedBull,328.6,39.46,40.02,32.9,2022,20
136,9,Mercedes,319.86,25.33,42.77,21.46,2023,19
137,11,Williams,300.51,34.88,38.91,29.1,2022,18
138,10,AstonMartin,306.13,30.85,30.63,20.89,2025,21
139,20,Mercedes,290.32,37.27,38.88,23.13,2025,24
140,8,McLaren,327.89,32.34,30.19,29.35,2022,21
141,1,RedBull,293.74,30.51,30.75,34.91,2023,21
142,13,RedBull,330.71,35.63,32.43,20.25,2025,1
143,5,Ferrari,290.43,25.57,31.25,32.79,2022,5
144,5,Ferrari,315.84,32.44,41.69,25.65,2025,20
145,14,Ferrari,283.48,30.66,43.76,23.53,2023,12
146,17,Ferrari,280.81,38.81,40.73,26.8,2024,10
147,20,Mercedes,296.34,36.02,40.31,34.95,2022,23
148,11,Williams,315.51,29.69,39.51,28.32,2022,3
149,9,Mercedes,318.73,25.98,39.23,21.59,2025,11
150,10,AstonMartin,290.16,28.8,40.68,34.13,2025,2
151,19,Ferrari,295.97,31.43,35.66,33.18,2025,11
152,6,Ferrari,340.04,37.75,40.56,30.38,2025,8
153,11,Williams,297.0,37.3,40.85,23.35,2024,20
154,16,AlphaTauri,343.32,33.45,30.79,30.46,2023,16
155,9,Mercedes,281.55,34.51,34.22,21.42,2024,5
156,17,Ferrari,282.83,38.6,30.79,20.38,2023,16
157,19,Ferrari,303.88,37.11,37.23,27.05,2022,4
158,18,Alpine,311.67,25.91,36.31,25.3,2022,13
159,20,Mercedes,283.94,33.3,36.01,22.59,2024,23
160,12,RedBull,330.37,31.21,38.03,29.15,2022,3
161,15,RedBull,283.4,27.89,43.29,28.61,2024,22
162,13,RedBull,322.04,33.11,42.77,23.06,2023,12
163,20,Mercedes,291.47,30.39,35.03,27.72,2022,7
164,13,RedBull,337.02,30.09,36.53,34.72,2023,10
165,5,Ferrari,340.66,25.05,34.83,24.03,2022,11
166,8,McLaren,324.17,29.59,36.46,22.3,2024,4
167,20,Mercedes,304.66,26.76,32.79,25.12,2023,16
168,11,Williams,314.26,25.92,31.26,30.45,2024,13
169,9,Mercedes,304.04,26.17,43.37,24.18,2023,9
170,15,RedBull,327.11,31.59,37.85,24.59,2025,1
171,6,Ferrari,302.03,27.76,35.25,26.88,2022,18
172,7,AstonMartin,296.48,27.3,37.53,23.33,2022,24
173,10,AstonMartin,291.39,26.27,41.21,26.92,2024,6
174,12,RedBull,310.13,31.09,32.44,31.03,2025,21
175,16,AlphaTauri,324.7,28.48,43.08,33.23,2024,19
176,16,AlphaTauri,317.51,39.4,42.77,30.42,2024,9
177,11,Williams,309.67,29.58,37.39,20.14,2024,22
178,7,AstonMartin,315.78,26.36,39.24,21.31,2025,7
179,9,Mercedes,293.56,33.6,43.46,30.47,2023,13
180,13,RedBull,325.51,35.86,31.22,23.05,2022,14
181,4,Ferrari,305.68,33.85,34.02,34.83,2025,24
182,15,RedBull,287.9,38.29,34.71,34.85,2023,5
183,3,Mercedes,280.63,36.62,40.46,22.26,2025,13
184,2,Alpine,320.88,25.39,39.72,27.87,2025,14
185,4,Ferrari,330.46,31.78,32.62,25.19,2024,12
186,10,AstonMartin,344.89,37.59,38.83,28.6,2025,13
187,18,Alpine,338.43,26.39,44.32,27.55,2022,20
188,10,AstonMartin,316.66,31.64,39.39,21.38,2024,13
189,13,RedBull,294.96,33.52,33.48,28.39,2023,3
190,19,Ferrari,281.0,34.75,40.92,20.68,2022,9
191,12,RedBull,314.45,29.34,41.78,23.09,2022,6
192,1,RedBull,313.31,27.14,34.64,23.24,2025,14
193,1,RedBull,291.57,38.05,38.18,25.36,2024,10
194,7,AstonMartin,330.08,36.06,34.42,33.72,2023,6
195,13,RedBull,329.55,29.83,35.46,33.4,2022,5
196,11,Williams,318.63,39.87,43.51,32.47,2024,7
197,14,Ferrari,332.15,35.2,39.54,24.86,2023,7
198,15,RedBull,285.68,37.87,33.21,28.39,2025,11
199,11,Williams,313.92,28.2,33.69,34.95,2023,20
200,18,Alpine,301.85,39.96,37.09,21.44,2023,1
201,18,Alpine,282.75,39.98,31.82,22.09,2025,21
202,13,RedBull,287.44,36.64,36.63,25.56,2023,6
203,17,Ferrari,330.04,27.24,37.7,21.16,2024,19
204,13,RedBull,301.41,28.75,35.68,28.17,2024,11
205,9,Mercedes,319.63,27.9,42.88,22.8,2022,24
206,5,Ferrari,339.79,33.43,30.56,33.91,2023,15
207,9,Mercedes,334.91,29.29,31.06,33.8,2024,23
208,15,RedBull,314.42,32.53,32.42,34.5,2025,8
209,6,Ferrari,307.35,26.26,30.45,23.96,2023,19
210,6,Ferrari,283.19,33.5,30.44,26.66,2023,7
211,1,RedBull,302.18,32.33,30.65,31.54,2025,19
212,7,AstonMartin,296.34,25.46,37.6,29.42,2023,18
213,11,Williams,312.65,38.76,34.9,33.77,2025,14
214,9,Mercedes,302.99,38.37,36.8,27.01,2022,11
215,4,Ferrari,286.4,38.21,44.82,34.02,2023,7
216,8,McLaren,318.71,38.93,32.98,20.71,2023,6
217,12,RedBull,309.64,26.56,43.38,31.08,2023,20
218,1,RedBull,293.66,29.42,35.46,23.05,2023,21
219,18,Alpine,313.3,38.87,43.64,25.89,2022,20
220,5,Ferrari,288.01,35.41,34.17,24.89,2022,14
221,10,AstonMartin,314.99,30.82,44.87,30.91,2023,4
222,19,Ferrari,283.33,32.84,31.5,26.28,2022,17
223,18,Alpine,303.79,30.2,31.41,31.8,2023,12
224,2,Alpine,334.53,34.34,30.38,21.72,2025,16
225,15,RedBull,336.22,27.25,39.92,25.85,2022,19
226,13,RedBull,294.41,31.19,39.52,24.02,2025,7
227,5,Ferrari,342.91,36.69,34.08,23.33,2022,5
228,9,Mercedes,312.68,30.34,40.9,24.82,2025,23
229,8,McLaren,293.29,34.77,30.83,29.93,2024,7
230,11,Williams,334.54,30.83,38.37,30.24,2023,8
231,17,Ferrari,328.53,25.66,32.76,25.46,2025,9
232,6,Ferrari,302.8,28.7,41.2,27.04,2024,24
233,13,RedBull,304.18,28.02,36.27,26.43,2025,20
234,1,RedBull,299.76,34.74,40.72,31.26,2023,2
235,4,Ferrari,310.85,31.04,34.43,24.99,2022,20
236,3,Mercedes,343.01,38.81,30.48,33.36,2022,4
237,15,RedBull,327.22,26.97,31.85,21.2,2024,20
238,7,AstonMartin,336.98,36.02,39.11,23.75,2023,17
239,13,RedBull,311.99,25.39,32.64,25.65,2022,22
240,16,AlphaTauri,280.24,35.57,30.36,26.8,2023,18
241,9,Mercedes,344.26,35.63,35.62,34.1,2025,24
242,8,McLaren,283.1,34.58,41.64,21.24,2023,15
243,12,RedBull,341.4,25.15,30.42,21.55,2022,9
244,20,Mercedes,324.49,38.95,39.9,25.54,2023,9
245,3,Mercedes,318.55,36.66,42.17,26.52,2023,1
246,14,Ferrari,297.34,32.59,36.87,31.4,2022,5
247,2,Alpine,337.84,32.86,43.04,22.72,2022,3
248,18,Alpine,312.38,38.98,36.46,31.59,2024,20
249,15,RedBull,281.95,26.28,37.5,30.94,2025,5
250,20,Mercedes,333.74,25.77,38.46,21.59,2023,18
251,3,Mercedes,314.91,39.35,34.34,31.49,2025,18
252,5,Ferrari,298.86,29.34,39.02,33.34,2024,2
253,20,Mercedes,338.52,36.86,44.63,28.97,2025,10
254,6,Ferrari,314.77,36.33,42.97,34.79,2025,8
255,10,AstonMartin,289.86,32.23,41.12,31.15,2023,7
256,12,RedBull,299.9,26.21,36.01,21.07,2023,13
257,5,Ferrari,328.3,38.14,41.1,25.39,2024,21
258,2,Alpine,337.6,31.9,42.7,30.19,2024,9
259,17,Ferrari,318.13,38.18,31.58,29.62,2022,16
260,5,Ferrari,299.94,26.92,44.86,32.4,2024,21
261,20,Mercedes,338.48,39.88,36.9,31.16,2023,5
262,14,Ferrari,322.2,39.36,33.11,34.96,2023,6
263,5,Ferrari,285.5,29.16,34.09,29.19,2022,18
264,17,Ferrari,304.6,26.87,38.11,26.94,2022,2
265,2,Alpine,317.52,30.65,43.02,32.35,2025,9
266,5,Ferrari,289.83,31.37,39.3,21.38,2022,22
267,4,Ferrari,306.78,28.04,36.89,28.68,2023,16
268,10,AstonMartin,303.33,30.22,39.95,20.33,2025,16
269,2,Alpine,334.94,35.16,34.73,24.88,2024,19
270,2,Alpine,310.24,27.95,40.09,23.04,2022,2
271,12,RedBull,304.27,29.1,41.9,24.84,2025,17
272,9,Mercedes,334.93,34.4,37.35,31.91,2024,16
273,1,RedBull,295.26,28.95,34.9,27.08,2022,5
274,11,Williams,295.52,35.75,35.26,28.08,2024,22
275,20,Mercedes,303.23,36.89,44.13,24.25,2023,16
276,8,McLaren,304.17,32.25,37.51,28.24,2025,3
277,12,RedBull,337.93,33.18,33.3,27.62,2025,7
278,4,Ferrari,339.73,26.05,36.99,34.74,2024,12
279,3,Mercedes,296.01,31.6,41.53,34.16,2025,1
280,9,Mercedes,296.88,27.51,30.41,24.11,2023,18
281,11,Williams,305.42,26.35,41.97,33.55,2023,11
282,17,Ferrari,316.28,34.57,30.37,23.95,2024,24
283,10,AstonMartin,333.44,32.12,31.93,20.32,2025,15
284,13,RedBull,310.47,39.29,37.71,33.1,2022,8
285,5,Ferrari,285.83,25.97,31.0,24.46,2023,20
286,20,Mercedes,286.71,39.45,40.18,25.33,2023,10
287,6,Ferrari,298.36,34.54,41.0,20.07,2023,8
288,11,Williams,319.27,32.05,39.78,34.87,2023,21
289,2,Alpine,344.55,27.83,35.42,32.64,2024,2
290,19,Ferrari,328.49,32.7,31.54,24.65,2023,12
291,8,McLaren,300.94,29.84,44.15,30.49,2022,17
292,13,RedBull,340.34,33.12,34.18,25.15,2022,13
293,15,RedBull,290.38,39.55,36.09,27.6,2023,1
294,7,AstonMartin,310.52,39.6,43.93,21.3,2023,4
295,9,Mercedes,344.32,26.44,41.49,27.01,2024,14
296,17,Ferrari,339.6,34.59,40.4,24.18,2024,16
297,19,Ferrari,311.33,39.4,40.28,28.61,2025,13
298,18,Alpine,295.66,37.28,41.34,20.66,2022,5
299,14,Ferrari,324.2,27.93,39.97,34.65,2025,7
300,15,RedBull,335.99,33.22,44.94,22.43,2023,5
301,2,Alpine,309.82,34.58,36.66,30.48,2023,19
302,17,Ferrari,334.4,29.68,31.9,24.17,2022,19
303,14,Ferrari,280.86,33.61,35.91,28.8,2024,9
304,9,Mercedes,318.97,36.54,37.37,31.11,2022,18
305,11,Williams,340.4,26.25,36.62,33.54,2024,19
306,20,Mercedes,283.67,36.1,36.69,29.71,2025,11
307,6,Ferrari,315.51,27.75,35.34,22.94,2024,1
308,20,Mercedes,309.06,30.28,32.09,30.19,2023,8
309,7,AstonMartin,286.46,26.9,41.59,25.16,2023,12
310,3,Mercedes,315.51,33.83,39.96,32.11,2023,6
311,12,RedBull,298.18,35.5,44.92,28.7,2024,14
312,16,AlphaTauri,314.92,27.25,34.3,28.54,2025,23
313,9,Mercedes,344.13,32.83,39.5,30.52,2025,24
314,4,Ferrari,342.89,35.01,33.75,31.58,2024,12
315,7,AstonMartin,284.93,31.07,34.82,21.27,2024,23
316,8,McLaren,299.79,30.82,31.93,26.04,2023,4
317,9,Mercedes,321.98,33.52,34.99,26.13,2023,18
318,13,RedBull,301.74,33.35,43.94,25.93,2023,3
319,16,AlphaTauri,311.12,28.42,37.14,24.88,2025,3
320,18,Alpine,334.11,27.55,30.31,20.02,2022,23
321,9,Mercedes,314.27,34.93,40.15,23.25,2024,12
322,18,Alpine,322.64,25.92,30.2,28.93,2024,17
323,1,RedBull,319.18,36.45,42.31,26.09,2024,14
324,7,AstonMartin,307.98,33.74,34.66,27.81,2024,20
325,5,Ferrari,298.98,25.37,34.61,25.34,2025,10
326,10,AstonMartin,321.93,30.31,34.19,22.81,2024,3
327,4,Ferrari,292.91,31.45,43.98,33.59,2023,10
328,2,Alpine,297.65,29.48,41.29,26.76,2024,5
329,6,Ferrari,313.38,35.4,41.4,31.76,2022,24
330,8,McLaren,299.82,27.53,43.58,31.93,2024,11
331,1,RedBull,321.9,38.19,44.29,30.19,2025,22
332,2,Alpine,296.11,25.08,38.84,29.12,2023,7
333,3,Mercedes,314.61,31.77,36.67,23.9,2025,20
334,20,Mercedes,338.74,32.18,42.0,20.72,2025,19
335,3,Mercedes,331.67,27.11,30.28,29.17,2023,17
336,18,Alpine,286.2,32.55,30.02,33.74,2022,10
337,20,Mercedes,295.68,36.94,40.25,27.66,2024,8
338,13,RedBull,286.44,37.2,39.34,26.42,2024,12
339,8,McLaren,323.31,29.36,40.04,22.6,2023,9
340,14,Ferrari,316.39,31.53,38.23,22.64,2025,10
341,16,AlphaTauri,304.5,27.04,37.8,20.47,2025,12
342,4,Ferrari,314.59,25.63,43.53,29.0,2025,7
343,1,RedBull,339.87,38.63,30.63,25.33,2024,21
344,10,AstonMartin,298.6,29.23,43.18,32.71,2023,20
345,7,AstonMartin,316.85,34.71,35.15,22.75,2024,14
346,2,Alpine,320.9,34.76,39.62,24.59,2022,4
347,11,Williams,292.53,32.47,44.87,27.73,2024,10
348,13,RedBull,344.61,39.99,42.25,34.52,2022,14
349,12,RedBull,307.09,28.84,31.02,30.51,2022,7
350,3,Mercedes,319.37,27.43,35.86,29.49,2023,9
351,13,RedBull,294.89,31.08,42.08,30.83,2025,15
352,13,RedBull,328.15,25.86,42.28,25.65,2024,20
353,18,Alpine,283.42,37.34,38.94,28.35,2024,22
354,4,Ferrari,342.46,32.55,44.17,29.57,2025,12
355,18,Alpine,340.87,27.41,30.49,29.2,2025,1
356,13,RedBull,309.61,38.96,44.46,21.27,2023,20
357,20,Mercedes,330.2,32.6,31.44,30.69,2023,11
358,11,Williams,283.66,30.31,39.08,22.44,2022,5
359,8,McLaren,317.4,28.16,30.04,28.26,2025,8
360,18,Alpine,293.52,38.52,39.31,24.31,2023,13
361,10,AstonMartin,306.78,27.61,34.6,28.8,2024,9
362,1,RedBull,321.84,25.57,40.64,24.89,2025,2
363,2,Alpine,307.35,25.38,35.15,20.39,2024,8
364,1,RedBull,332.99,33.33,37.14,27.26,2024,14
365,1,RedBull,343.27,34.96,43.68,23.08,2022,13
366,5,Ferrari,283.5,39.1,38.83,27.63,2024,14
367,12,RedBull,342.95,28.06,38.54,33.36,2025,20
368,19,Ferrari,302.33,34.43,31.8,21.01,2025,2
369,5,Ferrari,321.88,29.17,30.49,24.6,2024,11
370,7,AstonMartin,302.09,35.7,38.02,24.47,2024,18
371,14,Ferrari,300.51,38.53,35.95,21.52,2023,1
372,5,Ferrari,325.7,25.41,37.18,33.85,2023,19
373,6,Ferrari,334.37,30.29,44.31,34.8,2022,21
374,4,Ferrari,336.07,30.75,34.38,34.64,2023,14
375,8,McLaren,287.06,39.46,30.83,34.17,2023,16
376,4,Ferrari,336.1,38.83,33.39,22.23,2024,4
377,10,AstonMartin,287.29,38.53,43.67,27.79,2022,6
378,17,Ferrari,340.28,38.07,39.31,26.67,2025,12
379,15,RedBull,333.95,34.71,30.28,33.09,2024,1
380,4,Ferrari,307.07,35.18,42.25,31.49,2022,6
381,9,Mercedes,332.91,30.31,43.31,26.66,2023,12
382,15,RedBull,331.21,34.85,32.12,27.62,2024,1
383,7,AstonMartin,327.25,27.51,33.79,29.09,2023,16
384,15,RedBull,342.93,39.42,44.17,31.96,2022,14
385,15,RedBull,343.39,30.84,35.54,34.09,2024,9
386,4,Ferrari,291.67,37.98,35.33,21.67,2023,12
387,8,McLaren,310.95,25.77,30.09,25.07,2025,2
388,4,Ferrari,303.18,25.76,42.85,34.27,2022,17
389,17,Ferrari,294.8,28.31,42.87,24.9,2023,20
390,4,Ferrari,337.26,31.71,40.7,21.9,2022,18
391,2,Alpine,312.99,26.91,44.7,33.01,2022,15
392,16,AlphaTauri,285.39,26.56,34.93,21.98,2024,3
393,15,RedBull,333.69,25.8,34.17,30.92,2024,13
394,10,AstonMartin,314.82,31.04,39.84,30.71,2024,16
395,4,Ferrari,282.78,39.77,36.21,33.72,2025,21
396,1,RedBull,301.03,34.79,33.04,31.19,2023,5
397,3,Mercedes,343.08,35.55,40.68,24.54,2024,20
398,17,Ferrari,280.47,39.71,33.66,27.16,2023,5
399,2,Alpine,307.19,37.88,43.46,20.56,2022,20
400,20,Mercedes,304.07,31.19,42.46,29.82,2024,9
401,16,AlphaTauri,290.4,38.76,32.25,24.4,2022,2
402,20,Mercedes,327.5,32.35,35.3,20.25,2022,9
403,18,Alpine,342.64,39.23,43.41,29.55,2025,21
404,20,Mercedes,295.54,27.11,42.59,31.45,2023,16
405,11,Williams,284.33,37.99,36.09,32.84,2025,22
406,5,Ferrari,309.32,38.91,40.53,21.4,2025,6
407,14,Ferrari,327.73,32.12,33.2,20.86,2022,15
408,3,Mercedes,330.1,29.96,32.04,33.87,2023,20
409,12,RedBull,306.6,34.51,36.42,29.69,2023,23
410,15,RedBull,328.61,25.54,44.33,32.38,2022,21
411,7,AstonMartin,316.91,25.52,37.59,25.23,2025,22
412,15,RedBull,304.6,27.66,38.85,31.89,2022,12
413,16,AlphaTauri,310.3,38.83,44.83,29.04,2024,4
414,8,McLaren,288.04,27.69,34.32,31.11,2025,6
415,2,Alpine,299.13,25.21,41.08,33.04,2024,7
416,15,RedBull,337.14,33.35,30.43,22.65,2023,24
417,1,RedBull,320.43,31.72,40.06,24.21,2023,3
418,2,Alpine,289.61,36.41,41.89,28.11,2024,1
419,6,Ferrari,312.29,29.55,38.11,21.6,2025,11
420,18,Alpine,296.23,33.06,37.15,24.55,2023,9
421,2,Alpine,311.91,39.61,34.19,20.18,2024,21
422,17,Ferrari,317.7,32.58,44.32,31.01,2025,17
423,3,Mercedes,333.29,31.05,43.81,34.01,2022,3
424,8,McLaren,300.3,36.47,43.12,28.52,2024,9
425,14,Ferrari,297.38,30.09,31.78,27.08,2025,7
426,12,RedBull,306.8,29.72,32.4,26.6,2024,3
427,17,Ferrari,317.57,38.67,35.76,31.79,2025,18
428,1,RedBull,290.95,35.43,33.17,23.63,2025,23
429,19,Ferrari,286.19,36.11,36.31,21.4,2024,16
430,1,RedBull,319.5,32.82,30.28,22.03,2025,15
431,18,Alpine,291.29,29.04,41.71,21.7,2023,8
432,14,Ferrari,325.83,29.99,30.52,22.86,2022,20
433,3,Mercedes,332.76,31.12,38.43,20.54,2024,4
434,20,Mercedes,325.05,38.01,40.58,26.6,2023,9
435,2,Alpine,301.09,33.39,36.27,20.12,2025,22
436,5,Ferrari,294.9,36.08,43.55,34.85,2022,19
437,12,RedBull,302.97,25.56,43.7,20.3,2024,22
438,9,Mercedes,331.63,25.56,39.34,30.41,2025,24
439,15,RedBull,291.58,39.55,33.93,22.12,2025,2
440,4,Ferrari,337.14,32.25,38.25,20.19,2025,1
441,3,Mercedes,293.99,31.77,36.76,27.31,2023,18
442,7,AstonMartin,283.84,33.52,30.09,28.17,2022,23
443,3,Mercedes,284.97,33.77,30.45,29.46,2025,11
444,8,McLaren,296.33,37.61,38.53,27.64,2024,4
445,7,AstonMartin,297.6,39.31,32.97,20.47,2023,2
446,17,Ferrari,294.58,34.65,30.64,26.65,2023,8
447,14,Ferrari,293.89,36.9,31.4,29.7,2022,22
448,19,Ferrari,289.1,34.93,38.97,21.35,2022,1
449,2,Alpine,312.22,31.72,35.84,28.73,2025,21
450,8,McLaren,288.32,30.15,38.73,27.52,2023,22
451,20,Mercedes,342.69,38.43,39.53,29.8,2024,3
452,3,Mercedes,335.74,37.91,42.32,31.54,2025,11
453,5,Ferrari,310.07,34.32,30.01,27.48,2023,7
