lap_id,driver_id,team,speed,sector_1,sector_2,sector_3,season,round
144,13,Alpine,291.66,29.96,32.29,31.98,2023,13
148,6,Alpine,304.23,34.61,34.74,32.19,2023,20
156,10,McLaren,326.39,34.74,38.62,23.28,2023,13
160,18,RedBull,308.0,32.67,33.8,25.76,2023,23
167,2,Ferrari,327.1,28.03,42.22,20.61,2023,17
170,6,Alpine,337.83,33.63,31.4,23.37,2023,23
174,20,Williams,324.49,39.0,37.56,27.85,2023,2
176,5,RedBull,284.39,25.69,43.65,24.14,2023,7
177,9,AstonMartin,318.63,33.42,39.25,31.19,2023,1
194,20,Williams,309.2,34.84,31.04,34.96,2023,5
208,20,Williams,315.61,33.95,38.01,22.47,2023,15
217,5,RedBull,299.18,31.15,35.35,21.89,2023,15
218,7,RedBull,329.61,36.2,43.29,32.66,2023,2
220,5,RedBull,325.77,35.6,30.51,32.18,2023,4
233,9,AstonMartin,291.52,39.36,33.19,31.0,2023,9
236,9,AstonMartin,301.73,35.44,39.18,21.86,2023,3
238,19,McLaren,323.38,28.01,31.25,22.33,2023,4
240,3,RedBull,309.09,38.15,33.2,23.34,2023,17
244,6,Alpine,299.35,29.49,42.85,20.14,2023,23
246,13,Alpine,324.66,25.01,43.48,30.57,2023,16
247,6,Alpine,298.64,38.94,43.07,20.84,2023,9
251,9,AstonMartin,325.75,30.15,38.63,23.3,2023,12
255,20,Williams,308.41,36.01,37.43,26.33,2023,24
259,12,McLaren,314.5,36.97,44.99,26.82,2023,15
262,3,RedBull,304.05,29.01,41.95,30.69,2023,16
269,20,Williams,335.14,39.87,40.52,30.97,2023,23
282,10,McLaren,320.25,33.72,34.67,25.33,2023,5
287,2,Ferrari,318.46,26.35,40.88,32.75,2023,15
289,18,RedBull,306.76,34.31,35.65,22.25,2023,5
294,6,Alpine,290.96,27.36,43.3,23.93,2023,4
300,16,Alpine,341.5,26.0,35.52,34.55,2023,8
321,12,McLaren,336.94,36.99,42.16,21.4,2023,8
323,4,Mercedes,300.65,35.87,31.81,30.27,2023,4
348,13,Alpine,313.35,29.33,44.77,34.19,2023,11
349,8,McLaren,295.73,35.02,34.49,28.03,2023,21
354,1,AstonMartin,289.37,33.95,37.93,23.75,2023,11
357,3,RedBull,291.44,31.1,30.81,30.32,2023,17
359,8,McLaren,288.48,33.47,31.82,27.96,2023,9
360,18,RedBull,343.72,39.82,41.3,26.98,2023,15
364,1,AstonMartin,328.61,28.23,38.56,25.55,2023,23
373,4,Mercedes,334.87,30.81,40.51,21.75,2023,16
374,4,Mercedes,330.17,37.01,43.68,21.06,2023,7
378,12,McLaren,330.0,38.83,35.37,22.75,2023,12
379,10,McLaren,301.17,37.91,41.53,27.78,2023,10
381,17,Mercedes,304.4,26.76,30.57,32.7,2023,6
383,4,Mercedes,335.33,31.13,31.49,33.48,2023,19
388,18,RedBull,282.85,33.16,42.82,21.32,2023,16
389,3,RedBull,307.52,28.48,33.75,21.64,2023,24
393,12,McLaren,305.1,36.36,36.51,30.68,2023,2
397,12,McLaren,343.48,26.24,44.65,28.47,2023,24
399,9,AstonMartin,338.74,38.8,39.42,27.88,2023,8
400,9,AstonMartin,307.67,25.25,36.41,25.56,2023,15
402,10,McLaren,322.3,36.56,38.71,34.08,2023,22
403,15,Mercedes,308.57,29.22,43.24,33.1,2023,23
406,20,Williams,295.81,28.73,44.41,21.64,2023,3
407,16,Alpine,341.28,33.63,43.04,32.88,2023,4
412,16,Alpine,314.46,29.49,43.61,24.91,2023,8
416,15,Mercedes,281.52,37.88,42.86,24.0,2023,9
421,12,McLaren,301.51,37.55,40.83,29.27,2023,5
428,20,Williams,302.08,33.0,32.42,22.8,2023,14
433,2,Ferrari,308.55,30.51,32.79,29.72,2023,2
436,15,Mercedes,317.59,38.57,34.24,27.49,2023,10
438,1,AstonMartin,312.69,39.97,39.5,33.65,2023,16
444,3,RedBull,301.21,30.3,38.42,23.77,2023,16
448,6,Alpine,329.84,37.05,38.84,33.43,2023,8
449,3,RedBull,298.89,36.03,42.95,26.64,2023,23
453,2,Ferrari,334.14,38.04,42.72,26.26,2023,5
455,14,Alpine,324.61,29.55,31.97,26.27,2023,5
479,6,Alpine,310.42,37.94,37.3,34.17,2023,8
483,13,Alpine,309.26,35.08,33.11,29.64,2023,24
485,17,Mercedes,331.4,35.88,38.42,32.3,2023,23
494,7,RedBull,329.84,36.41,30.09,34.76,2023,15
500,11,Alpine,322.6,37.08,42.9,30.53,2023,5
2,3,RedBull,325.0,29.66,35.02,25.07,2024,12
9,18,RedBull,344.25,35.65,42.53,22.12,2024,8
14,5,RedBull,337.5,27.06,38.62,21.25,2024,19
16,9,AstonMartin,289.95,26.85,30.9,31.46,2024,14
17,9,AstonMartin,343.9,31.12,33.84,33.46,2024,1
18,7,RedBull,298.64,37.12,44.56,32.46,2024,9
22,13,Alpine,340.63,26.99,39.43,20.89,2024,7
28,16,Alpine,341.38,35.45,31.78,24.93,2024,11
35,9,AstonMartin,282.87,25.48,43.83,29.49,2024,16
37,9,AstonMartin,319.8,32.88,34.89,29.14,2024,23
48,7,RedBull,313.16,36.71,38.49,30.5,2024,13
50,7,RedBull,314.71,33.98,37.16,32.12,2024,6
51,16,Alpine,284.89,32.28,39.67,23.76,2024,12
53,7,RedBull,320.52,35.1,33.5,21.22,2024,4
54,20,Williams,289.4,34.7,35.19,22.47,2024,22
58,16,Alpine,315.62,33.14,36.01,34.78,2024,21
60,13,Alpine,320.29,33.74,43.04,33.02,2024,17
62,12,McLaren,326.03,33.2,31.55,27.95,2024,21
63,14,Alpine,342.41,29.6,33.64,30.14,2024,16
64,13,Alpine,281.81,34.91,38.4,26.61,2024,23
66,4,Mercedes,290.3,39.77,39.79,26.29,2024,19
67,7,RedBull,300.82,38.17,30.04,28.58,2024,15
70,3,RedBull,318.91,39.37,32.18,26.73,2024,6
79,17,Mercedes,316.2,30.81,41.97,33.33,2024,24
82,4,Mercedes,325.33,30.6,43.26,30.87,2024,21
84,9,AstonMartin,341.28,25.72,43.44,20.44,2024,19
85,11,Alpine,288.59,35.42,32.15,27.0,2024,7
87,1,AstonMartin,312.14,28.14,36.61,29.19,2024,12
89,1,AstonMartin,310.36,26.43,35.89,33.8,2024,22
95,10,McLaren,304.8,33.87,41.51,33.77,2024,13
100,18,RedBull,334.52,25.96,44.22,22.56,2024,19
101,8,McLaren,284.08,29.41,32.02,33.68,2024,21
105,4,Mercedes,283.19,37.42,38.51,28.81,2024,21
107,14,Alpine,321.87,37.49,37.76,21.8,2024,6
112,2,Ferrari,336.95,34.05,42.04,26.9,2024,11
114,11,Alpine,298.05,39.83,41.22,30.64,2024,19
121,18,RedBull,324.7,25.74,34.81,27.79,2024,1
122,11,Alpine,319.77,36.9,36.53,28.31,2024,13
124,7,RedBull,325.31,27.47,36.57,25.82,2024,15
125,11,Alpine,298.46,35.09,39.87,24.55,2024,8
126,6,Alpine,280.34,28.63,39.32,32.45,2024,18
132,10,McLaren,295.11,35.73,44.86,23.49,2024,10
136,16,Alpine,313.99,31.91,35.45,25.16,2024,2
137,11,Alpine,336.84,25.18,30.58,21.74,2024,24
149,18,RedBull,339.17,25.77,40.53,25.27,2024,24
152,5,RedBull,313.9,28.01,39.26,30.75,2024,2
154,12,McLaren,338.97,27.5,44.53,32.19,2024,12
159,16,Alpine,287.41,27.86,31.47,30.06,2024,9
163,11,Alpine,319.82,29.8,41.42,29.95,2024,7
165,15,Mercedes,294.16,34.01,31.25,24.41,2024,4
168,19,McLaren,334.74,31.59,35.55,26.4,2024,17
175,9,AstonMartin,316.92,37.47,44.99,30.49,2024,24
178,12,McLaren,313.87,39.21,31.69,24.0,2024,10
180,19,McLaren,335.56,39.63,34.39,24.44,2024,6
181,16,Alpine,330.9,31.81,40.53,20.52,2024,7
182,18,RedBull,286.43,25.46,30.1,21.19,2024,3
183,2,Ferrari,324.02,27.52,44.82,23.06,2024,23
185,11,Alpine,307.92,28.84,40.92,30.24,2024,16
186,2,Ferrari,338.6,38.49,42.62,21.1,2024,19
187,10,McLaren,325.17,26.51,37.74,21.87,2024,8
189,7,RedBull,304.76,25.4,37.12,32.23,2024,10
192,19,McLaren,339.63,39.99,34.65,30.34,2024,6
202,4,Mercedes,336.54,32.49,37.7,30.92,2024,23
209,5,RedBull,327.27,27.32,40.42,30.91,2024,13
210,9,AstonMartin,326.29,36.54,36.93,22.31,2024,17
212,13,Alpine,318.29,28.21,44.21,34.67,2024,1
214,8,McLaren,281.5,25.46,42.4,22.08,2024,5
216,3,RedBull,299.5,29.82,35.9,28.95,2024,22
219,5,RedBull,283.45,34.81,34.78,25.57,2024,5
221,12,McLaren,308.08,32.68,33.19,34.29,2024,3
225,18,RedBull,344.87,25.37,42.57,21.0,2024,11
227,13,Alpine,290.34,39.76,34.68,33.7,2024,3
229,14,Alpine,281.83,38.49,41.08,29.06,2024,22
231,19,McLaren,331.16,36.26,36.39,32.49,2024,9
234,16,Alpine,317.09,27.26,36.67,29.63,2024,9
235,6,Alpine,342.63,32.84,30.14,33.53,2024,6
237,16,Alpine,319.04,39.03,36.12,28.82,2024,8
245,19,McLaren,312.17,39.88,35.14,23.83,2024,9
249,18,RedBull,341.47,33.47,43.73,23.15,2024,7
252,6,Alpine,307.25,25.88,32.89,23.09,2024,18
256,16,Alpine,304.93,34.89,34.25,25.85,2024,18
264,7,RedBull,294.87,39.23,38.77,30.3,2024,7
270,17,Mercedes,307.99,29.21,39.22,22.98,2024,16
272,1,AstonMartin,283.01,34.37,41.41,28.57,2024,13
274,15,Mercedes,294.36,27.49,39.45,34.01,2024,18
276,11,Alpine,291.84,36.82,43.75,26.03,2024,5
277,20,Williams,319.22,27.23,31.24,22.7,2024,6
279,18,RedBull,297.67,25.16,40.62,34.17,2024,17
281,15,Mercedes,285.43,25.73,40.74,22.97,2024,2
283,16,Alpine,338.44,26.35,36.03,20.47,2024,16
284,7,RedBull,337.23,29.53,42.85,30.54,2024,12
286,4,Mercedes,341.68,35.18,33.87,31.45,2024,22
291,7,RedBull,309.0,27.77,42.88,33.53,2024,15
296,14,Alpine,297.12,28.32,32.48,26.81,2024,19
297,2,Ferrari,311.25,38.11,39.55,27.36,2024,15
299,11,Alpine,288.76,32.69,32.84,27.3,2024,10
302,9,AstonMartin,321.6,27.07,33.02,30.6,2024,2
304,4,Mercedes,329.19,29.29,32.14,32.85,2024,15
307,12,McLaren,322.2,32.2,39.74,33.51,2024,2
308,20,Williams,341.72,25.77,34.62,30.24,2024,11
309,17,Mercedes,339.9,30.19,43.2,20.3,2024,16
310,20,Williams,292.47,30.45,36.6,21.44,2024,23
312,10,McLaren,331.29,28.99,36.71,30.18,2024,4
315,20,Williams,307.79,29.48,40.93,23.95,2024,17
318,9,AstonMartin,313.13,31.13,41.56,31.95,2024,19
319,12,McLaren,289.9,28.53,35.8,25.03,2024,23
327,13,Alpine,287.2,26.77,35.81,21.59,2024,13
328,7,RedBull,331.03,39.41,32.27,26.0,2024,13
331,8,McLaren,340.88,33.69,35.31,20.88,2024,5
336,1,AstonMartin,294.92,37.31,39.89,25.94,2024,8
342,15,Mercedes,322.5,39.0,33.72,33.43,2024,20
347,17,Mercedes,320.9,27.31,40.8,26.29,2024,1
355,11,Alpine,290.89,27.63,39.6,29.97,2024,23
361,16,Alpine,337.61,29.28,44.55,25.15,2024,4
362,14,Alpine,341.72,27.05,34.21,21.58,2024,24
363,15,Mercedes,316.22,26.99,43.85,23.1,2024,24
371,15,Mercedes,286.94,25.54,38.51,23.09,2024,18
372,6,Alpine,333.51,37.8,35.97,34.63,2024,6
384,12,McLaren,306.62,35.46,39.18,25.05,2024,4
387,5,RedBull,317.67,33.24,42.4,22.75,2024,6
390,16,Alpine,319.56,31.25,38.06,23.64,2024,11
398,15,Mercedes,310.54,34.07,44.84,22.43,2024,24
404,6,Alpine,300.11,32.31,34.54,29.19,2024,2
409,1,AstonMartin,333.17,28.89,44.1,24.54,2024,9
410,3,RedBull,291.81,37.61,30.48,28.39,2024,5
413,4,Mercedes,297.18,31.99,44.57,23.63,2024,7
434,8,McLaren,309.74,35.18,40.37,25.0,2024,12
437,11,Alpine,337.05,38.7,44.78,21.99,2024,11
442,19,McLaren,283.45,35.09,35.76,22.72,2024,7
446,14,Alpine,323.16,29.22,40.24,34.35,2024,18
447,4,Mercedes,293.89,32.59,30.61,28.3,2024,6
451,8,McLaren,333.42,27.94,35.73,31.26,2024,1
452,9,AstonMartin,344.5,25.01,43.77,22.58,2024,10
457,2,Ferrari,329.63,28.94,43.17,28.39,2024,9
461,4,Mercedes,288.21,28.12,43.0,21.95,2024,16
462,14,Alpine,330.45,31.4,35.32,25.29,2024,14
464,16,Alpine,290.25,33.65,37.87,20.86,2024,23
465,1,AstonMartin,323.08,33.22,44.49,29.7,2024,10
466,6,Alpine,311.2,35.7,33.37,32.8,2024,8
468,9,AstonMartin,335.45,36.24,34.85,22.9,2024,21
469,19,McLaren,332.47,29.48,44.83,28.7,2024,6
472,1,AstonMartin,339.7,38.76,41.5,20.49,2024,16
473,11,Alpine,327.24,29.17,42.82,26.85,2024,4
474,20,Williams,324.2,31.47,33.19,26.21,2024,10
480,17,Mercedes,287.99,30.5,32.63,33.36,2024,6
484,9,AstonMartin,333.86,34.31,37.47,33.05,2024,22
486,4,Mercedes,302.37,34.02,41.85,28.45,2024,9
487,20,Williams,290.66,30.42,35.03,28.18,2024,21
488,5,RedBull,298.75,35.95,36.88,29.43,2024,13
491,4,Mercedes,307.04,32.44,39.6,30.74,2024,22
497,3,RedBull,295.31,31.31,31.01,24.73,2024,5
1,12,McLaren,308.15,29.6,40.62,23.38,2025,4
7,15,Mercedes,337.81,29.91,37.78,31.88,2025,21
27,5,RedBull,307.79,32.56,39.19,20.86,2025,18
29,11,Alpine,338.75,35.66,38.75,28.66,2025,10
32,14,Alpine,324.0,37.76,42.12,33.86,2025,17
33,18,RedBull,296.79,29.32,32.25,28.83,2025,15
36,10,McLaren,305.28,34.25,39.02,26.04,2025,6
38,9,AstonMartin,311.04,36.31,38.89,28.9,2025,15
43,5,RedBull,318.18,36.48,41.61,32.43,2025,22
46,3,RedBull,280.82,37.18,30.52,32.93,2025,7
47,8,McLaren,325.33,38.31,38.32,22.64,2025,16
55,7,RedBull,320.86,35.7,30.6,27.94,2025,6
56,4,Mercedes,296.39,31.19,38.42,27.92,2025,14
61,3,RedBull,292.24,26.86,37.13,32.81,2025,1
68,6,Alpine,344.7,27.62,38.1,28.01,2025,3
80,17,Mercedes,331.82,38.43,39.01,21.32,2025,23
86,1,AstonMartin,306.53,29.66,37.37,31.35,2025,3
93,1,AstonMartin,324.83,30.07,34.71,25.8,2025,18
98,13,Alpine,291.23,38.66,33.92,31.76,2025,24
104,5,RedBull,301.77,32.13,36.5,21.41,2025,9
106,6,Alpine,331.2,28.87,33.68,28.74,2025,18
109,10,McLaren,314.54,39.01,35.24,22.58,2025,19
119,9,AstonMartin,341.39,25.35,42.73,23.29,2025,18
120,3,RedBull,323.87,30.71,31.74,23.14,2025,8
134,7,RedBull,314.38,26.79,40.37,22.69,2025,22
138,20,Williams,301.09,25.17,31.31,22.61,2025,18
139,1,AstonMartin,307.09,34.58,36.39,24.33,2025,24
143,4,Mercedes,282.69,28.95,41.09,22.79,2025,20
145,8,McLaren,283.46,25.43,37.89,20.0,2025,21
147,20,Williams,322.03,34.38,33.34,30.16,2025,22
151,14,Alpine,334.55,28.61,33.62,34.96,2025,14
153,13,Alpine,289.05,37.58,33.91,32.55,2025,21
158,8,McLaren,318.49,34.42,39.64,24.36,2025,5
166,5,RedBull,333.11,39.13,44.62,23.49,2025,16
169,15,Mercedes,294.12,38.44,35.02,25.53,2025,24
171,5,RedBull,330.71,32.09,38.57,33.83,2025,22
172,11,Alpine,337.67,28.01,38.0,27.72,2025,11
173,17,Mercedes,292.45,27.16,30.78,33.47,2025,15
179,10,McLaren,312.17,36.64,41.31,24.78,2025,21
184,20,Williams,301.42,35.32,32.67,33.57,2025,6
188,12,McLaren,321.36,27.48,43.81,32.43,2025,17
191,1,AstonMartin,304.47,38.9,42.24,25.25,2025,8
193,13,Alpine,321.37,28.33,39.96,25.06,2025,11
196,20,Williams,308.47,29.37,31.79,25.3,2025,20
201,12,McLaren,305.05,36.73,42.75,27.03,2025,13
204,19,McLaren,338.57,39.23,37.41,33.09,2025,8
207,11,Alpine,323.24,36.45,30.66,32.05,2025,7
213,13,Alpine,304.32,31.37,43.13,25.27,2025,10
215,10,McLaren,327.57,28.26,41.98,21.24,2025,17
226,2,Ferrari,281.63,35.35,32.66,34.87,2025,13
241,14,Alpine,299.07,34.81,32.18,31.92,2025,13
242,11,Alpine,304.88,26.64,42.26,26.0,2025,17
243,3,RedBull,302.12,26.89,44.81,22.56,2025,1
250,20,Williams,291.98,39.37,34.56,28.06,2025,10
253,11,Alpine,335.76,35.74,41.67,34.86,2025,12
257,19,McLaren,282.18,29.56,37.8,23.76,2025,22
260,11,Alpine,299.56,28.26,31.94,33.93,2025,9
265,7,RedBull,292.12,27.76,34.51,33.78,2025,1
266,9,AstonMartin,338.59,26.64,34.35,33.75,2025,1
268,12,McLaren,284.12,38.51,41.41,31.75,2025,15
271,1,AstonMartin,339.9,39.46,40.05,34.36,2025,13
280,12,McLaren,338.07,26.0,41.28,25.62,2025,4
292,10,McLaren,290.32,35.63,40.67,29.49,2025,9
293,11,Alpine,298.31,25.83,31.68,30.37,2025,24
295,2,Ferrari,284.25,38.01,41.05,34.62,2025,10
298,5,RedBull,297.65,29.37,33.98,27.45,2025,21
301,1,AstonMartin,306.59,32.09,33.5,28.64,2025,4
303,2,Ferrari,304.83,38.37,31.21,31.79,2025,12
305,1,AstonMartin,303.89,35.7,43.02,32.72,2025,9
306,12,McLaren,337.66,27.83,41.35,25.19,2025,21
311,13,Alpine,315.15,27.68,44.09,24.97,2025,9
325,8,McLaren,308.32,35.88,44.73,32.77,2025,19
335,9,AstonMartin,326.22,28.06,31.1,25.07,2025,3
337,9,AstonMartin,299.8,34.9,43.63,28.03,2025,13
338,17,Mercedes,311.98,30.2,34.93,25.34,2025,3
